accn,name,hccf_feed,hccf_large,hccf_small,hccf_mab,hccf_spf1,hccf_spf2,pavin_feed,pavin_large,pavin_small,desc_lower_2,Biophorum DTR,Biophorum high-risk,Levy 2014 - Association,Zhang 2016 - Pro A,Levy 2016 - Coelution,Molden 2021 - 29 DS,Falkenberg 2019 - 6 DS,Kreimer 2017 - 1 DS,Aboulaich 2014 - Association
NP_001233658.1,heat shock cognate 71 kDa protein [Cricetulus griseus],431.99517505853294,325.3623877811936,464.4196597446591,309.83423498022285,152.45076233771127,165.58206401443522,2.7575472803584766,342.81157602508483,41.579729354608624,heat shock cognate 71 kda protein,heat shock cognate 71 kda protein,,,heat shock cognate 71 kda protein,,,,,heat shock cognate 71 kda protein
NP_001233662.1,T-complex protein 1 subunit alpha [Cricetulus griseus],10.838725129718092,371.32344923214725,145.97059946283335,0.3260736015565027,0.0,6.565259677701166,2.551284707150827,242.21160595215653,53.71020114191179,t complex protein 1 subunit alpha,,,,,,,,,t complex protein 1 subunit alpha
NP_001233668.1,endoplasmic reticulum chaperone BiP precursor [Cricetulus griseus],2401.465878493507,2147.787746452213,3687.795734634972,2148.8727478743585,376.095200422169,416.8683318433738,49.25754917226176,2411.9793619743327,329.2784692803261,endoplasmic reticulum chaperone bip precursor,,,,,,endoplasmic reticulum chaperone bip,,,
NP_001233673.1,glutathione S-transferase P 1 [Cricetulus griseus],96.06746307227309,55.625817554152334,15.496634278143308,10.21645757789217,389.2785969917729,190.69485439153135,0.7021331074086411,45.42577890854424,10.158489278980753,glutathione s transferase p 1,glutathione s transferase p 1,glutathione s transferase,,glutathione s transferase p,,glutathione s transferase p,,,glutathione s transferase p 1
NP_001233680.1,aldose reductase-related protein 2 [Cricetulus griseus],8.030623673683015,169.2959519723207,54.35588045047254,0.9649840792169352,132.48764126009186,159.52043759478488,1.2893202951186429,78.99884072584793,17.62755009648171,aldose reductase related protein 2,,,,aldose reductase related protein 2,,,,,
NP_001233689.1,serpin H1 precursor [Cricetulus griseus],16.158532912914456,43.85283871691634,27.5006457498229,3.520910004174939,11.526604794987316,3.73280955933091,0.0,3.3273171984483776,0.7209168751494381,serpin h1 precursor,,,,,,,,,serpin h1
NP_001233694.1,peroxiredoxin-1 [Cricetulus griseus],565.7853104353688,1431.8337114882777,856.4424091830208,310.79257570003443,432.09387423423874,1042.0939889099752,33.17166688779146,1211.5693625697854,590.9151441926198,peroxiredoxin 1,peroxiredoxin 1,peroxiredoxin,,peroxiredoxin 1,,peroxiredoxin 1,peroxiredoxin 1,peroxiredoxin 1,peroxiredoxin 1
NP_001233703.1,protein disulfide-isomerase A3 precursor [Cricetulus griseus],328.8805162941255,63.1458360997903,29.57644751939693,363.00452794439616,413.0951194642664,423.0254835019014,0.0997736134905744,39.444729937849694,8.766797344555927,protein disulfide isomerase a3 precursor,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras,
NP_001233709.1,peroxiredoxin-2 [Cricetulus griseus],27.515647241102283,190.6437539223177,47.16306777379961,8.746515419972543,62.83849826989223,62.89371834904324,1.6100751399422055,108.44265439444044,22.826126037810308,peroxiredoxin 2,,peroxiredoxin,,,,,,,
NP_001233750.1,heat shock protein HSP 90-alpha [Cricetulus griseus],5.807053416976636,355.8874852931402,97.97883088795597,5.551652002287996,6.650422881027067,0.0,3.765314438019849,310.695631858054,42.73494383462962,heat shock protein hsp 90 alpha,heat shock protein hsp 90 alpha,,heat shock protein,,,,,,
XP_027242349.1,galectin-3 [Cricetulus griseus],10.036326468929175,2.145734907310096,4.201491401100969,0.6585973863651915,16.814130447943715,568.7013664846157,0.0,13.59299213887646,0.0,galectin 3,galectin 3 binding protein,,galectin 3 binding protein,,galectin 3 binding protein,galectin,,,galectin 3
XP_027242786.1,dihydropteridine reductase [Cricetulus griseus],6.094301088350566,3.995759199894638,0.0,2.3032392044692345,14.528252262002598,4.89822849056754,0.0,3.4650547430661245,0.0,dihydropteridine reductase,,,,,,dihydropteridine reductase,,,
XP_027243210.1,heat shock protein HSP 90-beta isoform X11 [Cricetulus griseus],49.89369025770962,1093.7844651357136,368.31881557396486,30.41209345518324,35.08177698372698,22.28532060429992,5.268437426170381,842.0158653142258,84.07947046074709,heat shock protein hsp 90 beta isoform x11,heat shock protein hsp 90 beta,,heat shock protein,,,,,,
XP_027243827.1,T-complex protein 1 subunit delta [Cricetulus griseus],14.261876808032364,306.010201092178,169.35679244192116,0.2877405108025898,2.817075929750844,18.180000761667937,1.2408502207227634,207.15734503257244,90.27121228872404,t complex protein 1 subunit delta,,,,,,,,,t complex protein 1 subunit delta
XP_027243857.1,"malate dehydrogenase, cytoplasmic [Cricetulus griseus]",98.25946370209644,77.5079335510266,18.092361475514696,72.47466348851242,35.62229039106025,84.6900367975599,0.0,42.151446193772834,13.900688796613313,malate dehydrogenase cytoplasmic,malate dehydrogenase cytoplasmic,,,,,,,,
XP_027243869.1,actin-related protein 2 [Cricetulus griseus],9.25717368822258,109.12123364556592,38.66785741614129,0.0,1.5915940326352986,0.0,0.0,29.037410308188903,7.272167789753702,actin related protein 2,,,actin,,actin,,,,
XP_027243958.1,peptidyl-prolyl cis-trans isomerase A isoform X2 [Cricetulus griseus],326.7642255058296,46.82167248772895,22.03617911277239,0.1861313083008966,200.3623087138874,5836.601135395894,0.5100404025731775,46.13331026149087,14.07406961203496,peptidyl prolyl cis trans isomerase a isoform x2,peptidyl prolyl cis trans isomerase a,peptidyl prolyl cis trans isomerase a,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,peptidyl prolyl cis trans isomerase a
XP_027244002.1,drebrin-like protein isoform X2 [Cricetulus griseus],0.5423395351909275,0.0,0.0,0.1133230328071804,0.4558486077206028,0.0,0.0,0.0,0.0,drebrin like protein isoform x2,,,,,,drebrin,,,
XP_027244682.1,lipoprotein lipase isoform X2 [Cricetulus griseus],643.2190715362875,3670.942389310324,1280.0834493806424,8.643902510776908,28.1539913085282,394.0660370158646,68.82144225799561,3440.695203265226,690.7514885900625,lipoprotein lipase isoform x2,lipoprotein lipase,lipoprotein lipase,lipoprotein lipase,,lipoprotein lipase,lipoprotein lipase,,,
XP_027245197.1,ubiquitin-conjugating enzyme E2 E2 isoform X3 [Cricetulus griseus],0.5598347587036427,4.088375509325486,0.0,0.0,1.082744622026582,0.0,0.0,3.747646364749442,1.1687118454096768,ubiquitin conjugating enzyme e2 e2 isoform x3,,,,,,ubiquitin,,ubiquitin,
XP_027245386.1,transketolase [Cricetulus griseus],167.13769215176404,660.104401872055,238.38528819354525,62.03403778270239,38.10120030499725,39.277832977477736,2.013058630509318,128.0445734785874,34.123097898341506,transketolase,transketolase,,,,,,,,
XP_027245745.1,F-actin-capping protein subunit alpha-2 isoform X2 [Cricetulus griseus],11.727886177530538,13.4872920321208,4.473614847341957,7.143253961529297,4.2243107260597625,0.0,0.0,6.257691248508486,3.592257094966034,f actin capping protein subunit alpha 2 isoform x2,,,actin,,actin,,,,
XP_027246103.1,clusterin [Cricetulus griseus],1116.3433581207305,19098.73979279833,12198.069923852998,335.4307319657833,249.3862245866788,602.9730533293633,498.9593099781297,16375.565451037246,5966.987435061939,clusterin,clusterin,clusterin,clusterin,clusterin,clusterin,clusterin,,clusterin,clusterin
XP_027246161.1,cathepsin B [Cricetulus griseus],9.340414437335877,65.1470089225886,56.478288566950646,5.354989110515891,0.9194017746105356,197.14072840839148,0.0,49.41321163863821,14.86395361741362,cathepsin b,cathepsin b,cathepsin b,,,cathepsin b,cathepsin b,,,cathepsin b
XP_027246350.1,NEDD8 [Cricetulus griseus],4.2637391489293375,0.0,0.0,0.0,0.6281733886655037,184.9210777636567,0.0,0.1419029346376699,0.0,nedd8,,,,,,,,,cullin associated nedd8 dissociated protein 1
XP_027246558.1,ubiquitin-conjugating enzyme E2 K isoform X1 [Cricetulus griseus],4.928794786915037,0.0,0.0,0.0,16.720505544118176,16.525762759754606,0.0,0.0,0.0,ubiquitin conjugating enzyme e2 k isoform x1,,,,,,ubiquitin,,ubiquitin,
XP_027246972.1,acid ceramidase isoform X2 [Cricetulus griseus],27.122191069536665,60.45271197725143,37.2195888225944,17.802631439262502,12.995919673266824,96.14149127027548,0.1660681547291397,39.83281806459599,8.463396221524668,acid ceramidase isoform x2,,,,,,acid ceramidase,,,
XP_027247061.1,dynactin subunit 6 [Cricetulus griseus],0.3838652906787851,0.0,0.339466368884334,0.0,0.0,0.0,0.0,0.0,0.0,dynactin subunit 6,,,actin,,actin,,,,
XP_027247220.1,aldose reductase [Cricetulus griseus],75.48085157142955,45.64772669097742,14.803109983847124,4.540460311645722,499.3589206848787,524.3492866769695,0.47251092000704,23.090421233386373,8.098140548948228,aldose reductase,,,,aldose reductase related protein 2,,,,,
XP_027247784.1,annexin A5 [Cricetulus griseus],94.3270109422291,0.6904266913112264,0.0,30.05517356044368,34.69041294904523,187.33907167053863,0.0,0.0,7.482964655764188,annexin a5,annexin a5,annexin a5,,,,,,,
XP_027247806.1,actin-like protein 6A isoform X1 [Cricetulus griseus],11.74734258721055,13.330987796096876,5.8602908976993,0.0,0.0,0.0,0.0267525503992302,15.543932118607907,0.4125072673179869,actin like protein 6a isoform x1,,,actin,,actin,,,,
XP_027247933.1,matrix metalloproteinase-19 [Cricetulus griseus],200.4587374975567,47.43447692906805,22.09977952340955,3.8649304503678814,257.35356836475626,1529.6018719475242,0.0,31.69962722386864,7.353670413525398,matrix metalloproteinase 19,matrix metalloproteinase 19,matrix metalloproteinase,,,,,,,matrix metalloproteinase 19
XP_027248082.1,ubiquitin carboxyl-terminal hydrolase 15 isoform X5 [Cricetulus griseus],3.1705121337819397,2.740626417128856,1.0416286133996318,0.0,2.4803498815319744,17.987447081228606,0.0,3.27694552898631,0.0,ubiquitin carboxyl terminal hydrolase 15 isoform x5,,,,,,ubiquitin,,ubiquitin,
XP_027248102.1,N-acetylglucosamine-6-sulfatase isoform X2 [Cricetulus griseus],39.56236246083378,9.725472566058496,4.401129012674335,24.80663847481332,10.679929492358704,7.460093900434306,0.0,0.0,0.0,n acetylglucosamine 6 sulfatase isoform x2,,,,,n acetylglucosamine 6 sulfatase,,,,
XP_027248125.1,cullin-associated NEDD8-dissociated protein 1 isoform X2 [Cricetulus griseus],12.077565229129965,261.8046669780683,67.76232465927498,0.0,2.315589320354061,0.0,3.0253934818507258,166.38429489560963,32.999331879744545,cullin associated nedd8 dissociated protein 1 isoform x2,,,,,,,,,cullin associated nedd8 dissociated protein 1
XP_027248157.1,T-complex protein 1 subunit beta [Cricetulus griseus],9.7128038054535,183.1086952483983,43.89791298047915,0.0,5.812428583182176,0.0,2.063010043958287,133.84033468689177,26.002891939472438,t complex protein 1 subunit beta,,,,,,,,,t complex protein 1 subunit beta
XP_027248343.1,endoplasmin [Cricetulus griseus],172.36000881539007,856.4654988784405,357.676487487794,88.36603320538094,102.33544187224436,69.4419957408428,4.761163970974249,397.36653267455546,49.26350304587541,endoplasmin,endoplasmin,,,,,,endoplasmin,,
XP_027248597.1,glutathione S-transferase alpha-3 [Cricetulus griseus],6.502088362405447,0.0,0.0,0.0,39.11104719464508,13.857769762011788,0.0,0.0,0.0,glutathione s transferase alpha 3,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027248705.1,peptidyl-prolyl cis-trans isomerase D isoform X2 [Cricetulus griseus],1.033053702248566,6.914189962377597,2.459542604981847,0.0,1.866488129383516,0.0,0.0,2.6473525181002677,0.0,peptidyl prolyl cis trans isomerase d isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027248903.1,T-complex protein 1 subunit gamma [Cricetulus griseus],12.815575075518831,475.8285251177719,123.01510425153656,0.5284912011202008,0.6039472009259181,2.261245616755724,2.166161381612254,259.93444297595244,23.194009460255867,t complex protein 1 subunit gamma,,,,,,,,,t complex protein 1 subunit gamma
XP_027249021.1,glucosylceramidase [Cricetulus griseus],16.52401891911427,504.78152877427897,192.0807802779968,2.920650626191305,7.887100737127457,24.26122491453402,2.676354581971364,364.3985655978776,58.339025879750295,glucosylceramidase,,,,,,glucosylceramidase,,,
XP_027249161.1,LOW QUALITY PROTEIN: protein S100-A13 [Cricetulus griseus],16.349992943639545,0.0,0.0,2.106083458918393,14.1592959750386,40.80691575269774,0.0,0.0,0.0,low quality protein: protein s100 a13,,protein s100,,,,,,,
XP_027249169.1,protein S100-A6 isoform X1 [Cricetulus griseus],26.32699439811524,216.05849382017888,37.95809776858866,16.205169589224873,29.11003706503959,648.8472992323686,1.696523839862198,53.75960407533295,17.561448336842304,protein s100 a6 isoform x1,protein s100 a6,protein s100,,,,protein s100 a6,,,protein s100 a6
XP_027249183.1,protein S100-A4 [Cricetulus griseus],2.2122269758619435,6.549735389808962,1.349665982002629,0.397544720824003,7.232910032352693,0.0,0.0,2.116434957038216,0.0,protein s100 a4,,protein s100,,,,,,,
XP_027249189.1,cornifin alpha [Cricetulus griseus],1.7357230421982657,0.1794970829893942,0.0902527929945265,0.3126675970135973,2.2557480688683955,13.95754463622154,0.0,0.0,0.0,cornifin alpha,,,,,,cornifin a,,,
XP_027249196.1,protein S100-A11 [Cricetulus griseus],10.090652286406325,4.136111930321437,3.490435689018525,2.736900138906164,9.66565075021143,27.6323897944652,0.0,1.5211989631216436,0.0,protein s100 a11,,protein s100,,,,protein s100 a11,,,
XP_027249274.1,semaphorin-3C isoform X2 [Cricetulus griseus],72.8832685537004,200.44855501455805,76.9292317336502,74.9570525308514,239.68428937424036,261.9975576660162,0.0,181.74205189330863,28.215262972559614,semaphorin 3c isoform x2,,,,,semaphorin 3c,,,,
XP_027249675.1,F-actin-capping protein subunit alpha-1 isoform X2 [Cricetulus griseus],6.27761646950066,4.494257871810135,0.0,7.055517903271028,1.9229665792809307,0.0,0.0,0.8834249374299074,0.0,f actin capping protein subunit alpha 1 isoform x2,,,actin,,actin,,,,
XP_027249796.1,ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2 [Cricetulus griseus],2.790675599023149,6.413935441199348,4.101166904044173,0.2258941771680362,5.189818032544799,2.063216363075712,0.0,6.22910520510348,3.5231736525952075,ubiquitin carboxyl terminal hydrolase isozyme l3 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027249923.1,ubiquitin-conjugating enzyme E2 N isoform X2 [Cricetulus griseus],39.0720396520824,6.267900984875274,2.073937817916065,0.0,40.60843240955859,132.15658781382874,0.0,0.0,0.0,ubiquitin conjugating enzyme e2 n isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027250026.1,glutathione S-transferase theta-2 [Cricetulus griseus],0.8975279086829075,0.0,0.0,0.0,9.03024906050828,5.044856879427217,0.0,0.0,0.0,glutathione s transferase theta 2,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027250075.1,collagen alpha-1(VI) chain [Cricetulus griseus],26.250047909054157,116.30940766058949,572.2351633025286,14.597073780527795,6.348648632163131,16.989436198894143,0.0,14.45427986827106,4.396938750723434,collagen alpha 1(vi) chain,,,,,,collagen alpha ,,,
XP_027250157.1,cystatin-B [Cricetulus griseus],0.2126384937915171,0.0,0.0,0.0,0.4780255977524043,204.06441038001384,0.0,0.0,0.0,cystatin b,,,,,,cystatin,,,
XP_027250245.1,peptidyl-prolyl cis-trans isomerase-like 1 isoform X2 [Cricetulus griseus],1.3253571176561698,0.8945105492846928,1.270084003975238,0.0,4.905733826754182,12.977816645461274,0.0,1.2939774867456528,0.5465886645788659,peptidyl prolyl cis trans isomerase like 1 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027250508.1,ubiquitin-60S ribosomal protein L40 isoform X1 [Cricetulus griseus],3.2291041716080797,0.0,4.159526071695296,0.0,0.8214781155976766,969.3973576168444,0.0,0.0,0.0,ubiquitin 60s ribosomal protein l40 isoform x1,,,,,,ubiquitin,,ubiquitin,
XP_027250756.1,ubiquitin-fold modifier 1 [Cricetulus griseus],0.7414689908833076,0.0,0.0,0.0,2.7572557237313977,55.30073267006616,0.0,0.0,0.0,ubiquitin fold modifier 1,,,,,,ubiquitin,,ubiquitin,
XP_027251264.1,glutathione S-transferase Mu 3 [Cricetulus griseus],25.01626805358875,102.49217331686684,64.30607257501369,8.717542951212923,313.3493135734321,379.12583833007017,1.193613044849707,82.47420221304195,15.468581750900595,glutathione s transferase mu 3,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027251265.1,glutathione S-transferase Mu 6 [Cricetulus griseus],24.6894441904111,61.75104158528519,5.684825947941016,4.0271450664778845,310.9710105574024,116.65760937140716,0.0819747297560931,16.503763038164006,0.95842279698699,glutathione s transferase mu 6,,glutathione s transferase,,,,glutathione s transferase mu 6,,,
XP_027251267.1,glutathione S-transferase Mu 7 isoform X1 [Cricetulus griseus],18.26178428506764,1.841872145931844,0.5653967386959899,4.582121137866795,49.42716500653179,38.06017145546157,0.0,0.5244489359641165,0.0,glutathione s transferase mu 7 isoform x1,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027251270.1,glutathione S-transferase isoform X1 [Cricetulus griseus],0.7285787574898723,0.0,0.0,0.0,7.374381046607997,0.0,0.0,0.0,0.0,glutathione s transferase isoform x1,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027251272.1,glutathione S-transferase Mu 1 isoform X2 [Cricetulus griseus],20.207475566559665,14.96433070952808,4.109581623897723,3.33121544123146,15.767591547300068,22.5094698223128,0.0,5.420990002649662,0.876333029086038,glutathione s transferase mu 1 isoform x2,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027251276.1,glutathione S-transferase Y1 isoform X2 [Cricetulus griseus],164.78589517733363,38.28552267805552,4.046230247217686,15.0462275734176,294.7522705673749,238.1496386589762,0.0,2.174988895093013,0.0,glutathione s transferase y1 isoform x2,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027251707.1,protein CYR61 isoform X2 [Cricetulus griseus],2.1694118605879606,0.0,0.0,1.324718664637428,1.9899744687761445,51.54262270405744,0.0,0.0,0.0,protein cyr61 isoform x2,,,,,,protein cyr61,,,
XP_027251723.1,di-N-acetylchitobiase isoform X2 [Cricetulus griseus],0.8794110034543293,0.0,0.0,0.708775757972095,0.9352259070707338,0.0,0.0,0.0,0.0,di n acetylchitobiase isoform x2,,,,,di n acetylchitobiase,,,,
XP_027252619.1,collagen alpha-1(III) chain isoform X3 [Cricetulus griseus],196.95476201893564,234.6628252597632,178.42676157216138,594.2184439091498,155.63211823746155,625.1673941181169,0.0,0.0,0.0,collagen alpha 1(iii) chain isoform x3,,,,,,collagen alpha ,,,
XP_027252620.1,collagen alpha-2(V) chain isoform X2 [Cricetulus griseus],62.91534634365963,351.244235090711,158.82773793733418,40.20560613041324,61.100943743551134,26.73248384004816,0.0,0.0,0.0,collagen alpha 2(v) chain isoform x2,,,,,,collagen alpha ,,,
XP_027252702.1,"60 kDa heat shock protein, mitochondrial [Cricetulus griseus]",5.135486127422065,50.94995548577159,17.400602442193247,0.2249400955315412,4.213087952627362,0.0,0.0,20.63483127513577,1.9460613366975408,60 kda heat shock protein mitochondrial,,,heat shock protein,,,,,,
XP_027252795.1,small ubiquitin-related modifier 1 isoform X2 [Cricetulus griseus],1.1765467791812738,0.0,0.0,0.0,17.42121885864226,9.766699223198394,0.0,0.0,0.0,small ubiquitin related modifier 1 isoform x2,,,,,,ubiquitin,,ubiquitin,
XP_027253000.1,actin-related protein 2/3 complex subunit 2 [Cricetulus griseus],13.585502174256243,143.43198949044682,38.012470112536654,2.3371680527938774,17.232067546873786,0.0,0.6940628491453914,61.89915834409661,13.542657208395424,actin related protein 2/3 complex subunit 2,,,actin,,actin,,,,
XP_027253096.1,aspartyl aminopeptidase isoform X1 [Cricetulus griseus],5.291338882793258,151.1636717459109,80.53598191367205,0.0,0.0,0.0,0.0,5.288710977080349,0.0,aspartyl aminopeptidase isoform x1,,,,,,,,,aspartyl aminopeptidase
XP_027253469.1,septin-2 isoform X1 [Cricetulus griseus],9.108692679291172,173.2233738463586,74.00554370342593,2.510204270731428,7.4323421293726195,2.673858857226502,0.0,11.290093182943208,1.1205683765467365,septin 2 isoform x1,,,,,,,,,septin 2
XP_027253977.1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform X3 [Cricetulus griseus]",57.78514241465112,264.79477335779,172.9784521016866,97.95545555685668,38.894228653913245,176.89872475792467,1.4547396628213056,81.19001276437001,15.647315280238084,procollagen lysine2 oxoglutarate 5 dioxygenase 1 isoform x3,,,,,procollagen lysine2 oxoglutarate 5 dioxygenase 1,,,,
XP_027254079.1,calsyntenin-1 isoform X4 [Cricetulus griseus],93.76248118622784,118.48852849628052,215.0454128761421,57.576928283523614,31.27434249629712,26.746581239557983,0.6291459530141394,107.76489343466584,49.33356140849332,calsyntenin 1 isoform x4,,,,,calsyntenin 1,,,,
XP_027254100.1,alpha-enolase isoform X2 [Cricetulus griseus],400.75661654273983,520.3416457375373,145.35427140140615,49.77795703303275,1865.3427128702904,342.40697346732554,5.328741448250506,287.6460365460736,81.09464397041637,alpha enolase isoform x2,alpha enolase,alpha enolase,alpha enolase,,,,,,alpha enolase
XP_027254565.1,"fatty acid-binding protein, adipocyte [Cricetulus griseus]",390.163171469755,11.533018912818106,0.406948522338182,0.1030556234441598,633.7517642192432,5136.9119082733,0.0,0.0,0.0,fatty acid binding protein adipocyte,,,,,,fatty acid binding protein adipocyte,,,
XP_027254635.1,endoribonuclease LACTB2 isoform X2 [Cricetulus griseus],0.3952564451403439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endoribonuclease lactb2 isoform x2,,,,,,actb,,,
XP_027254719.1,40S ribosomal protein S20 isoform X2 [Cricetulus griseus],1.60654924468098,7.405802310880703,2.1907798138327808,0.0,0.0,9.667690705835543,0.050169696974517,5.91840866179745,1.2131401942274724,40s ribosomal protein s20 isoform x2,,,,,,40s ribosomal protein s20,,,40s ribosomal protein s20
XP_027254911.1,peptidyl-prolyl cis-trans isomerase H isoform X1 [Cricetulus griseus],0.8148703692256569,12.083692379532836,4.664136468535247,0.0485853219482511,4.854802373245113,1.8388538968922452,0.1356780639969645,13.957913261829392,5.183321620235978,peptidyl prolyl cis trans isomerase h isoform x1,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027255222.1,collagen alpha-1(XVI) chain isoform X5 [Cricetulus griseus],21.97755786900923,544.0761576108625,115.25039058622816,1.8461495352326995,73.68900797795139,61.72244681122204,0.0,19.56149548121937,5.419522616866043,collagen alpha 1(xvi) chain isoform x5,,,,,,collagen alpha ,,,
XP_027255228.1,tubulointerstitial nephritis antigen-like [Cricetulus griseus],38.086946703014696,193.5233126012454,160.76361919472876,11.69214434956666,47.791029082380014,250.638770535454,4.250608504196062,147.41421701001397,31.639170651846204,tubulointerstitial nephritis antigen like,,,,,tubulointerstitial nephritis antigen like,,,,
XP_027255508.1,tissue alpha-L-fucosidase [Cricetulus griseus],117.99677373794732,600.008285353947,1213.6246645269828,21.43114834549537,14.410046644864693,33.26883045938906,0.9874837059823184,188.01135532661303,30.3968556368409,tissue alpha l fucosidase,,,,,tissue alpha l fucosidase,,,,
XP_027255561.1,basement membrane-specific heparan sulfate proteoglycan core protein isoform X2 [Cricetulus griseus],1120.9481261832263,903.2496960950812,578.8474825943966,49.3935616629967,3067.880737222883,18536.44953516807,0.0,44.317507781582144,16.895824547311395,basement membrane specific heparan sulfate proteoglycan core protein isoform x2,,,,,basement membrane specific heparan sulfate proteoglycan core protein,,,,
XP_027255640.1,F-actin-capping protein subunit beta isoform X16 [Cricetulus griseus],23.66890736571747,35.8319711119209,19.0741571454274,13.605489061037568,8.587767237917921,4.511899711096422,0.6389562870275857,34.0727758851396,9.293784216566223,f actin capping protein subunit beta isoform x16,,,actin,,actin,,,,
XP_027256217.1,phospholipase A-2-activating protein [Cricetulus griseus],15.606540696025029,160.68418646062702,63.20951710252117,0.0,9.169673958025372,89.19477385001194,0.2806686387811203,81.72599824293258,20.278184971938902,phospholipase a 2 activating protein,,,,,,lipase,,,
